date,value,lugar,date2
1983,16,Sta.Cruz De Tenerife,1983
1984,30,Sta.Cruz De Tenerife,1984
1985,31,Sta.Cruz De Tenerife,1985
1986,18,Sta.Cruz De Tenerife,1986
1987,20,Sta.Cruz De Tenerife,1987
1988,18,Sta.Cruz De Tenerife,1988
1989,20,Sta.Cruz De Tenerife,1989
1990,23,Sta.Cruz De Tenerife,1990
1991,14,Sta.Cruz De Tenerife,1991
1992,7,Sta.Cruz De Tenerife,1992
1993,6,Sta.Cruz De Tenerife,1993
1994,10,Sta.Cruz De Tenerife,1994
1995,31,Sta.Cruz De Tenerife,1995
1996,20,Sta.Cruz De Tenerife,1996
1997,12,Sta.Cruz De Tenerife,1997
1998,29,Sta.Cruz De Tenerife,1998
1999,28,Sta.Cruz De Tenerife,1999
2000,17,Sta.Cruz De Tenerife,2000
2001,22,Sta.Cruz De Tenerife,2001
2002,14,Sta.Cruz De Tenerife,2002
2003,42,Sta.Cruz De Tenerife,2003
2004,45,Sta.Cruz De Tenerife,2004
2005,11,Sta.Cruz De Tenerife,2005
2006,23,Sta.Cruz De Tenerife,2006
2007,10,Sta.Cruz De Tenerife,2007
2008,7,Sta.Cruz De Tenerife,2008
2009,35,Sta.Cruz De Tenerife,2009
2010,29,Sta.Cruz De Tenerife,2010
2011,22,Sta.Cruz De Tenerife,2011
2012,33,Sta.Cruz De Tenerife,2012
2013,25,Sta.Cruz De Tenerife,2013
2014,23,Sta.Cruz De Tenerife,2014
2015,37,Sta.Cruz De Tenerife,2015
2016,36,Sta.Cruz De Tenerife,2016
2017,32,Sta.Cruz De Tenerife,2017
2018,15,Sta.Cruz De Tenerife,2018
1962,105,Talavera De La Reina,1962
1963,84,Talavera De La Reina,1963
1964,104,Talavera De La Reina,1964
1965,92,Talavera De La Reina,1965
1966,95,Talavera De La Reina,1966
1967,93,Talavera De La Reina,1967
1968,99,Talavera De La Reina,1968
1969,79,Talavera De La Reina,1969
1970,105,Talavera De La Reina,1970
1971,94,Talavera De La Reina,1971
1972,71,Talavera De La Reina,1972
1973,84,Talavera De La Reina,1973
1974,89,Talavera De La Reina,1974
1975,86,Talavera De La Reina,1975
1976,87,Talavera De La Reina,1976
1977,57,Talavera De La Reina,1977
1978,92,Talavera De La Reina,1978
1979,97,Talavera De La Reina,1979
1980,99,Talavera De La Reina,1980
1981,99,Talavera De La Reina,1981
1982,94,Talavera De La Reina,1982
1983,110,Talavera De La Reina,1983
1984,98,Talavera De La Reina,1984
1985,112,Talavera De La Reina,1985
1986,89,Talavera De La Reina,1986
1987,94,Talavera De La Reina,1987
1988,77,Talavera De La Reina,1988
1989,57,Talavera De La Reina,1989
1990,93,Talavera De La Reina,1990
1991,89,Talavera De La Reina,1991
1992,72,Talavera De La Reina,1992
1993,67,Talavera De La Reina,1993
1994,88,Talavera De La Reina,1994
1995,82,Talavera De La Reina,1995
1996,73,Talavera De La Reina,1996
1997,63,Talavera De La Reina,1997
1998,69,Talavera De La Reina,1998
1999,53,Talavera De La Reina,1999
2000,18,Talavera De La Reina,2000
2002,55,Talavera De La Reina,2002
2003,92,Talavera De La Reina,2003
2004,49,Talavera De La Reina,2004
2010,86,Talavera De La Reina,2010
2011,66,Talavera De La Reina,2011
2013,73,Talavera De La Reina,2013
2014,78,Talavera De La Reina,2014
2015,57,Talavera De La Reina,2015
2016,99,Talavera De La Reina,2016
2017,67,Talavera De La Reina,2017
2018,53,Talavera De La Reina,2018
1950,21,Tarifa,1950
1951,0,Tarifa,1951
1952,0,Tarifa,1952
1953,0,Tarifa,1953
1954,0,Tarifa,1954
1955,5,Tarifa,1955
1956,0,Tarifa,1956
1957,3,Tarifa,1957
1958,0,Tarifa,1958
1959,0,Tarifa,1959
1960,1,Tarifa,1960
1961,2,Tarifa,1961
1962,2,Tarifa,1962
1963,1,Tarifa,1963
1964,20,Tarifa,1964
1965,3,Tarifa,1965
1966,6,Tarifa,1966
1967,3,Tarifa,1967
1968,3,Tarifa,1968
1969,3,Tarifa,1969
1970,5,Tarifa,1970
1971,2,Tarifa,1971
1972,0,Tarifa,1972
1973,0,Tarifa,1973
1974,0,Tarifa,1974
1975,1,Tarifa,1975
1976,0,Tarifa,1976
1977,0,Tarifa,1977
1978,0,Tarifa,1978
1979,0,Tarifa,1979
1980,0,Tarifa,1980
1981,0,Tarifa,1981
1982,0,Tarifa,1982
1983,0,Tarifa,1983
1984,0,Tarifa,1984
1986,0,Tarifa,1986
1987,0,Tarifa,1987
1988,0,Tarifa,1988
1989,5,Tarifa,1989
1990,0,Tarifa,1990
1991,3,Tarifa,1991
1992,0,Tarifa,1992
1993,0,Tarifa,1993
1994,0,Tarifa,1994
1995,0,Tarifa,1995
1996,0,Tarifa,1996
1997,0,Tarifa,1997
1998,0,Tarifa,1998
1999,0,Tarifa,1999
2000,3,Tarifa,2000
2001,1,Tarifa,2001
2002,2,Tarifa,2002
2003,3,Tarifa,2003
2004,5,Tarifa,2004
2005,1,Tarifa,2005
2006,3,Tarifa,2006
2007,0,Tarifa,2007
2008,0,Tarifa,2008
2009,2,Tarifa,2009
2010,5,Tarifa,2010
2011,1,Tarifa,2011
2012,1,Tarifa,2012
2013,0,Tarifa,2013
2014,2,Tarifa,2014
2015,11,Tarifa,2015
2016,7,Tarifa,2016
2017,8,Tarifa,2017
2018,1,Tarifa,2018
1952,9,Tenerife Norte Aeropuerto,1952
1957,13,Tenerife Norte Aeropuerto,1957
1960,4,Tenerife Norte Aeropuerto,1960
1961,16,Tenerife Norte Aeropuerto,1961
1962,16,Tenerife Norte Aeropuerto,1962
1963,3,Tenerife Norte Aeropuerto,1963
1964,6,Tenerife Norte Aeropuerto,1964
1965,3,Tenerife Norte Aeropuerto,1965
1966,10,Tenerife Norte Aeropuerto,1966
1967,5,Tenerife Norte Aeropuerto,1967
1968,3,Tenerife Norte Aeropuerto,1968
1969,11,Tenerife Norte Aeropuerto,1969
1970,8,Tenerife Norte Aeropuerto,1970
1971,0,Tenerife Norte Aeropuerto,1971
1972,0,Tenerife Norte Aeropuerto,1972
1973,10,Tenerife Norte Aeropuerto,1973
1974,19,Tenerife Norte Aeropuerto,1974
1975,23,Tenerife Norte Aeropuerto,1975
1976,14,Tenerife Norte Aeropuerto,1976
1977,3,Tenerife Norte Aeropuerto,1977
1978,25,Tenerife Norte Aeropuerto,1978
1979,4,Tenerife Norte Aeropuerto,1979
1980,13,Tenerife Norte Aeropuerto,1980
1981,11,Tenerife Norte Aeropuerto,1981
1982,7,Tenerife Norte Aeropuerto,1982
1983,15,Tenerife Norte Aeropuerto,1983
1984,21,Tenerife Norte Aeropuerto,1984
1985,19,Tenerife Norte Aeropuerto,1985
1986,17,Tenerife Norte Aeropuerto,1986
1987,18,Tenerife Norte Aeropuerto,1987
1988,15,Tenerife Norte Aeropuerto,1988
1989,13,Tenerife Norte Aeropuerto,1989
1990,21,Tenerife Norte Aeropuerto,1990
1991,11,Tenerife Norte Aeropuerto,1991
1992,12,Tenerife Norte Aeropuerto,1992
1993,6,Tenerife Norte Aeropuerto,1993
1994,18,Tenerife Norte Aeropuerto,1994
1995,13,Tenerife Norte Aeropuerto,1995
1996,5,Tenerife Norte Aeropuerto,1996
1997,1,Tenerife Norte Aeropuerto,1997
1998,11,Tenerife Norte Aeropuerto,1998
1999,8,Tenerife Norte Aeropuerto,1999
2000,9,Tenerife Norte Aeropuerto,2000
2001,9,Tenerife Norte Aeropuerto,2001
2002,3,Tenerife Norte Aeropuerto,2002
2003,8,Tenerife Norte Aeropuerto,2003
2004,17,Tenerife Norte Aeropuerto,2004
2005,11,Tenerife Norte Aeropuerto,2005
2006,9,Tenerife Norte Aeropuerto,2006
2007,6,Tenerife Norte Aeropuerto,2007
2008,7,Tenerife Norte Aeropuerto,2008
2009,12,Tenerife Norte Aeropuerto,2009
2010,23,Tenerife Norte Aeropuerto,2010
2011,14,Tenerife Norte Aeropuerto,2011
2012,23,Tenerife Norte Aeropuerto,2012
2013,19,Tenerife Norte Aeropuerto,2013
2014,3,Tenerife Norte Aeropuerto,2014
2015,9,Tenerife Norte Aeropuerto,2015
2016,20,Tenerife Norte Aeropuerto,2016
2017,24,Tenerife Norte Aeropuerto,2017
2018,11,Tenerife Norte Aeropuerto,2018
1985,22,Tenerife Sur Aeropuerto,1985
1986,20,Tenerife Sur Aeropuerto,1986
1987,23,Tenerife Sur Aeropuerto,1987
1988,18,Tenerife Sur Aeropuerto,1988
1989,19,Tenerife Sur Aeropuerto,1989
1990,25,Tenerife Sur Aeropuerto,1990
1991,10,Tenerife Sur Aeropuerto,1991
1992,11,Tenerife Sur Aeropuerto,1992
1993,6,Tenerife Sur Aeropuerto,1993
1994,19,Tenerife Sur Aeropuerto,1994
1995,12,Tenerife Sur Aeropuerto,1995
1996,7,Tenerife Sur Aeropuerto,1996
1997,0,Tenerife Sur Aeropuerto,1997
1998,11,Tenerife Sur Aeropuerto,1998
1999,13,Tenerife Sur Aeropuerto,1999
2000,9,Tenerife Sur Aeropuerto,2000
2001,17,Tenerife Sur Aeropuerto,2001
2002,5,Tenerife Sur Aeropuerto,2002
2003,13,Tenerife Sur Aeropuerto,2003
2004,22,Tenerife Sur Aeropuerto,2004
2005,12,Tenerife Sur Aeropuerto,2005
2006,11,Tenerife Sur Aeropuerto,2006
2007,6,Tenerife Sur Aeropuerto,2007
2008,4,Tenerife Sur Aeropuerto,2008
2009,12,Tenerife Sur Aeropuerto,2009
2010,21,Tenerife Sur Aeropuerto,2010
2011,7,Tenerife Sur Aeropuerto,2011
2012,31,Tenerife Sur Aeropuerto,2012
2013,25,Tenerife Sur Aeropuerto,2013
2014,5,Tenerife Sur Aeropuerto,2014
2015,30,Tenerife Sur Aeropuerto,2015
2016,30,Tenerife Sur Aeropuerto,2016
2017,31,Tenerife Sur Aeropuerto,2017
2018,13,Tenerife Sur Aeropuerto,2018
1986,52,Teruel,1986
1987,53,Teruel,1987
1988,44,Teruel,1988
1989,45,Teruel,1989
1990,48,Teruel,1990
1991,55,Teruel,1991
1992,48,Teruel,1992
1993,53,Teruel,1993
1994,79,Teruel,1994
1995,40,Teruel,1995
1996,43,Teruel,1996
1997,31,Teruel,1997
1998,64,Teruel,1998
1999,50,Teruel,1999
2000,62,Teruel,2000
2001,64,Teruel,2001
2002,42,Teruel,2002
2003,69,Teruel,2003
2004,58,Teruel,2004
2005,67,Teruel,2005
2006,63,Teruel,2006
2007,41,Teruel,2007
2008,56,Teruel,2008
2009,74,Teruel,2009
2010,57,Teruel,2010
2011,75,Teruel,2011
2012,80,Teruel,2012
2013,58,Teruel,2013
2014,67,Teruel,2014
2015,55,Teruel,2015
2016,84,Teruel,2016
2017,72,Teruel,2017
2018,62,Teruel,2018
1982,79,Toledo,1982
1983,86,Toledo,1983
1984,82,Toledo,1984
1985,99,Toledo,1985
1986,86,Toledo,1986
1987,83,Toledo,1987
1988,70,Toledo,1988
1989,89,Toledo,1989
1990,98,Toledo,1990
1991,92,Toledo,1991
1992,73,Toledo,1992
1993,65,Toledo,1993
1994,87,Toledo,1994
1995,81,Toledo,1995
1996,74,Toledo,1996
1997,64,Toledo,1997
1998,82,Toledo,1998
1999,90,Toledo,1999
2000,90,Toledo,2000
2001,93,Toledo,2001
2002,85,Toledo,2002
2003,102,Toledo,2003
2004,98,Toledo,2004
2005,98,Toledo,2005
2006,93,Toledo,2006
2007,75,Toledo,2007
2008,78,Toledo,2008
2009,96,Toledo,2009
2010,85,Toledo,2010
2011,98,Toledo,2011
2012,96,Toledo,2012
2013,96,Toledo,2013
2014,82,Toledo,2014
2015,91,Toledo,2015
2016,102,Toledo,2016
2017,96,Toledo,2017
2018,99,Toledo,2018
1950,73,Tortosa,1950
1951,32,Tortosa,1951
1952,50,Tortosa,1952
1953,31,Tortosa,1953
1954,23,Tortosa,1954
1955,33,Tortosa,1955
1956,29,Tortosa,1956
1957,29,Tortosa,1957
1958,38,Tortosa,1958
1959,50,Tortosa,1959
1960,29,Tortosa,1960
1961,43,Tortosa,1961
1962,65,Tortosa,1962
1963,35,Tortosa,1963
1964,65,Tortosa,1964
1965,38,Tortosa,1965
1966,51,Tortosa,1966
1967,52,Tortosa,1967
1968,37,Tortosa,1968
1969,39,Tortosa,1969
1970,57,Tortosa,1970
1971,62,Tortosa,1971
1972,23,Tortosa,1972
1973,57,Tortosa,1973
1974,54,Tortosa,1974
1975,52,Tortosa,1975
1976,65,Tortosa,1976
1977,22,Tortosa,1977
1978,58,Tortosa,1978
1979,59,Tortosa,1979
1980,70,Tortosa,1980
1981,64,Tortosa,1981
1982,80,Tortosa,1982
1983,68,Tortosa,1983
1984,68,Tortosa,1984
1985,75,Tortosa,1985
1986,70,Tortosa,1986
1987,73,Tortosa,1987
1988,65,Tortosa,1988
1989,72,Tortosa,1989
1990,74,Tortosa,1990
1991,82,Tortosa,1991
1992,54,Tortosa,1992
1993,69,Tortosa,1993
1994,87,Tortosa,1994
1995,70,Tortosa,1995
1996,72,Tortosa,1996
1997,70,Tortosa,1997
1998,87,Tortosa,1998
1999,88,Tortosa,1999
2000,89,Tortosa,2000
2001,89,Tortosa,2001
2002,68,Tortosa,2002
2003,90,Tortosa,2003
2004,81,Tortosa,2004
2005,87,Tortosa,2005
2006,89,Tortosa,2006
2007,90,Tortosa,2007
2008,78,Tortosa,2008
2009,97,Tortosa,2009
2010,84,Tortosa,2010
2011,99,Tortosa,2011
2012,94,Tortosa,2012
2013,89,Tortosa,2013
2014,87,Tortosa,2014
2015,84,Tortosa,2015
2016,98,Tortosa,2016
2017,92,Tortosa,2017
2018,103,Tortosa,2018
1950,37,València,1950
1951,9,València,1951
1952,32,València,1952
1953,18,València,1953
1954,22,València,1954
1955,22,València,1955
1956,27,València,1956
1957,11,València,1957
1958,19,València,1958
1959,27,València,1959
1960,16,València,1960
1961,9,València,1961
1962,19,València,1962
1963,9,València,1963
1964,27,València,1964
1965,13,València,1965
1966,17,València,1966
1967,16,València,1967
1968,23,València,1968
1969,17,València,1969
1970,14,València,1970
1971,16,València,1971
1972,3,València,1972
1973,13,València,1973
1974,22,València,1974
1975,26,València,1975
1976,21,València,1976
1977,4,València,1977
1978,10,València,1978
1979,12,València,1979
1980,16,València,1980
1981,9,València,1981
1982,29,València,1982
1983,16,València,1983
1984,9,València,1984
1985,18,València,1985
1986,25,València,1986
1987,31,València,1987
1988,32,València,1988
1989,50,València,1989
1990,41,València,1990
1991,53,València,1991
1992,38,València,1992
1993,29,València,1993
1994,64,València,1994
1995,48,València,1995
1996,42,València,1996
1997,46,València,1997
1998,61,València,1998
1999,59,València,1999
2000,48,València,2000
2001,59,València,2001
2002,41,València,2002
2003,81,València,2003
2004,54,València,2004
2005,44,València,2005
2006,36,València,2006
2007,19,València,2007
2008,34,València,2008
2009,44,València,2009
2010,44,València,2010
2011,31,València,2011
2012,46,València,2012
2013,26,València,2013
2014,42,València,2014
2015,56,València,2015
2016,30,València,2016
2017,43,València,2017
2018,50,València,2018
1966,30,Valencia Aeropuerto,1966
1967,27,Valencia Aeropuerto,1967
1968,30,Valencia Aeropuerto,1968
1969,27,Valencia Aeropuerto,1969
1970,35,Valencia Aeropuerto,1970
1971,42,Valencia Aeropuerto,1971
1972,8,Valencia Aeropuerto,1972
1973,35,Valencia Aeropuerto,1973
1974,36,Valencia Aeropuerto,1974
1975,50,Valencia Aeropuerto,1975
1976,46,Valencia Aeropuerto,1976
1977,11,Valencia Aeropuerto,1977
1978,23,Valencia Aeropuerto,1978
1979,34,Valencia Aeropuerto,1979
1980,29,Valencia Aeropuerto,1980
1981,20,Valencia Aeropuerto,1981
1982,54,Valencia Aeropuerto,1982
1983,62,Valencia Aeropuerto,1983
1984,29,Valencia Aeropuerto,1984
1985,51,Valencia Aeropuerto,1985
1986,49,Valencia Aeropuerto,1986
1987,57,Valencia Aeropuerto,1987
1988,47,Valencia Aeropuerto,1988
1989,56,Valencia Aeropuerto,1989
1990,53,Valencia Aeropuerto,1990
1991,67,Valencia Aeropuerto,1991
1992,42,Valencia Aeropuerto,1992
1993,48,Valencia Aeropuerto,1993
1994,69,Valencia Aeropuerto,1994
1995,50,Valencia Aeropuerto,1995
1996,45,Valencia Aeropuerto,1996
1997,46,Valencia Aeropuerto,1997
1998,59,Valencia Aeropuerto,1998
1999,63,Valencia Aeropuerto,1999
2000,52,Valencia Aeropuerto,2000
2001,58,Valencia Aeropuerto,2001
2002,44,Valencia Aeropuerto,2002
2003,79,Valencia Aeropuerto,2003
2004,56,Valencia Aeropuerto,2004
2005,63,Valencia Aeropuerto,2005
2006,71,Valencia Aeropuerto,2006
2007,38,Valencia Aeropuerto,2007
2008,62,Valencia Aeropuerto,2008
2009,53,Valencia Aeropuerto,2009
2010,48,Valencia Aeropuerto,2010
2011,25,Valencia Aeropuerto,2011
2012,74,Valencia Aeropuerto,2012
2013,61,Valencia Aeropuerto,2013
2014,65,Valencia Aeropuerto,2014
2015,66,Valencia Aeropuerto,2015
2016,51,Valencia Aeropuerto,2016
2017,74,Valencia Aeropuerto,2017
2018,70,Valencia Aeropuerto,2018
1974,31,Valladolid,1974
1975,37,Valladolid,1975
1976,33,Valladolid,1976
1977,25,Valladolid,1977
1978,53,Valladolid,1978
1979,48,Valladolid,1979
1980,52,Valladolid,1980
1981,51,Valladolid,1981
1982,53,Valladolid,1982
1983,44,Valladolid,1983
1984,45,Valladolid,1984
1985,53,Valladolid,1985
1986,46,Valladolid,1986
1987,53,Valladolid,1987
1988,42,Valladolid,1988
1989,53,Valladolid,1989
1990,63,Valladolid,1990
1991,65,Valladolid,1991
1992,45,Valladolid,1992
1993,41,Valladolid,1993
1994,62,Valladolid,1994
1995,42,Valladolid,1995
1996,43,Valladolid,1996
1997,39,Valladolid,1997
1998,61,Valladolid,1998
1999,55,Valladolid,1999
2000,51,Valladolid,2000
2001,48,Valladolid,2001
2002,42,Valladolid,2002
2003,67,Valladolid,2003
2004,54,Valladolid,2004
2005,61,Valladolid,2005
2006,63,Valladolid,2006
2007,28,Valladolid,2007
2008,38,Valladolid,2008
2009,54,Valladolid,2009
2010,59,Valladolid,2010
2011,50,Valladolid,2011
2012,47,Valladolid,2012
2013,56,Valladolid,2013
2014,40,Valladolid,2014
2015,58,Valladolid,2015
2016,65,Valladolid,2016
2017,67,Valladolid,2017
2018,64,Valladolid,2018
1950,41,Valladolid Aeropuerto,1950
1951,18,Valladolid Aeropuerto,1951
1952,10,Valladolid Aeropuerto,1952
1953,36,Valladolid Aeropuerto,1953
1954,24,Valladolid Aeropuerto,1954
1955,31,Valladolid Aeropuerto,1955
1956,17,Valladolid Aeropuerto,1956
1957,25,Valladolid Aeropuerto,1957
1958,27,Valladolid Aeropuerto,1958
1959,24,Valladolid Aeropuerto,1959
1960,23,Valladolid Aeropuerto,1960
1961,23,Valladolid Aeropuerto,1961
1962,38,Valladolid Aeropuerto,1962
1963,24,Valladolid Aeropuerto,1963
1964,45,Valladolid Aeropuerto,1964
1965,21,Valladolid Aeropuerto,1965
1966,28,Valladolid Aeropuerto,1966
1967,34,Valladolid Aeropuerto,1967
1968,25,Valladolid Aeropuerto,1968
1969,28,Valladolid Aeropuerto,1969
1970,33,Valladolid Aeropuerto,1970
1971,10,Valladolid Aeropuerto,1971
1972,14,Valladolid Aeropuerto,1972
1973,31,Valladolid Aeropuerto,1973
1974,19,Valladolid Aeropuerto,1974
1975,25,Valladolid Aeropuerto,1975
1976,21,Valladolid Aeropuerto,1976
1977,12,Valladolid Aeropuerto,1977
1978,38,Valladolid Aeropuerto,1978
1979,25,Valladolid Aeropuerto,1979
1980,34,Valladolid Aeropuerto,1980
1981,32,Valladolid Aeropuerto,1981
1982,27,Valladolid Aeropuerto,1982
1983,25,Valladolid Aeropuerto,1983
1984,22,Valladolid Aeropuerto,1984
1985,43,Valladolid Aeropuerto,1985
1986,37,Valladolid Aeropuerto,1986
1987,37,Valladolid Aeropuerto,1987
1988,34,Valladolid Aeropuerto,1988
1989,42,Valladolid Aeropuerto,1989
1990,39,Valladolid Aeropuerto,1990
1991,49,Valladolid Aeropuerto,1991
1992,34,Valladolid Aeropuerto,1992
1993,34,Valladolid Aeropuerto,1993
1994,51,Valladolid Aeropuerto,1994
1995,27,Valladolid Aeropuerto,1995
1996,32,Valladolid Aeropuerto,1996
1997,28,Valladolid Aeropuerto,1997
1998,45,Valladolid Aeropuerto,1998
1999,29,Valladolid Aeropuerto,1999
2000,33,Valladolid Aeropuerto,2000
2001,38,Valladolid Aeropuerto,2001
2002,29,Valladolid Aeropuerto,2002
2003,44,Valladolid Aeropuerto,2003
2004,33,Valladolid Aeropuerto,2004
2005,47,Valladolid Aeropuerto,2005
2006,47,Valladolid Aeropuerto,2006
2007,19,Valladolid Aeropuerto,2007
2008,27,Valladolid Aeropuerto,2008
2009,45,Valladolid Aeropuerto,2009
2010,35,Valladolid Aeropuerto,2010
2011,34,Valladolid Aeropuerto,2011
2012,32,Valladolid Aeropuerto,2012
2013,36,Valladolid Aeropuerto,2013
2014,20,Valladolid Aeropuerto,2014
2015,51,Valladolid Aeropuerto,2015
2016,49,Valladolid Aeropuerto,2016
2017,44,Valladolid Aeropuerto,2017
2018,27,Valladolid Aeropuerto,2018
1968,13,Vandellòs  ,1968
1969,9,Vandellòs  ,1969
1970,6,Vandellòs  ,1970
1971,14,Vandellòs  ,1971
1972,3,Vandellòs  ,1972
1973,7,Vandellòs  ,1973
1974,6,Vandellòs  ,1974
1975,18,Vandellòs  ,1975
1976,10,Vandellòs  ,1976
1977,2,Vandellòs  ,1977
1978,8,Vandellòs  ,1978
1979,21,Vandellòs  ,1979
1980,18,Vandellòs  ,1980
1981,7,Vandellòs  ,1981
1982,22,Vandellòs  ,1982
1983,15,Vandellòs  ,1983
1984,10,Vandellòs  ,1984
1985,6,Vandellòs  ,1985
1986,14,Vandellòs  ,1986
1987,13,Vandellòs  ,1987
1988,24,Vandellòs  ,1988
1989,35,Vandellòs  ,1989
1990,16,Vandellòs  ,1990
1991,26,Vandellòs  ,1991
1992,12,Vandellòs  ,1992
1993,21,Vandellòs  ,1993
1994,52,Vandellòs  ,1994
1995,31,Vandellòs  ,1995
1996,4,Vandellòs  ,1996
1997,1,Vandellòs  ,1997
1998,20,Vandellòs  ,1998
1999,3,Vandellòs  ,1999
2000,8,Vandellòs  ,2000
2001,24,Vandellòs  ,2001
2003,7,Vandellòs  ,2003
2005,6,Vandellòs  ,2005
2006,30,Vandellòs  ,2006
2007,9,Vandellòs  ,2007
2008,10,Vandellòs  ,2008
2009,3,Vandellòs  ,2009
2010,19,Vandellòs  ,2010
2011,34,Vandellòs  ,2011
2013,37,Vandellòs  ,2013
2014,9,Vandellòs  ,2014
2015,43,Vandellòs  ,2015
2016,11,Vandellòs  ,2016
2018,45,Vandellòs  ,2018
1961,13,Vigo Aeropuerto,1961
1962,12,Vigo Aeropuerto,1962
1963,9,Vigo Aeropuerto,1963
1964,15,Vigo Aeropuerto,1964
1965,6,Vigo Aeropuerto,1965
1966,10,Vigo Aeropuerto,1966
1967,3,Vigo Aeropuerto,1967
1968,10,Vigo Aeropuerto,1968
1969,14,Vigo Aeropuerto,1969
1970,9,Vigo Aeropuerto,1970
1971,9,Vigo Aeropuerto,1971
1972,4,Vigo Aeropuerto,1972
1973,7,Vigo Aeropuerto,1973
1974,6,Vigo Aeropuerto,1974
1975,6,Vigo Aeropuerto,1975
1976,10,Vigo Aeropuerto,1976
1977,7,Vigo Aeropuerto,1977
1978,8,Vigo Aeropuerto,1978
1979,9,Vigo Aeropuerto,1979
1980,4,Vigo Aeropuerto,1980
1981,25,Vigo Aeropuerto,1981
1982,9,Vigo Aeropuerto,1982
1983,7,Vigo Aeropuerto,1983
1984,10,Vigo Aeropuerto,1984
1989,17,Vigo Aeropuerto,1989
1990,31,Vigo Aeropuerto,1990
1991,15,Vigo Aeropuerto,1991
1992,4,Vigo Aeropuerto,1992
1993,14,Vigo Aeropuerto,1993
1994,5,Vigo Aeropuerto,1994
1995,18,Vigo Aeropuerto,1995
1996,11,Vigo Aeropuerto,1996
1997,13,Vigo Aeropuerto,1997
1998,16,Vigo Aeropuerto,1998
1999,6,Vigo Aeropuerto,1999
2000,9,Vigo Aeropuerto,2000
2001,12,Vigo Aeropuerto,2001
2002,6,Vigo Aeropuerto,2002
2003,21,Vigo Aeropuerto,2003
2004,12,Vigo Aeropuerto,2004
2005,16,Vigo Aeropuerto,2005
2006,17,Vigo Aeropuerto,2006
2007,3,Vigo Aeropuerto,2007
2008,1,Vigo Aeropuerto,2008
2009,7,Vigo Aeropuerto,2009
2010,19,Vigo Aeropuerto,2010
2011,8,Vigo Aeropuerto,2011
2012,4,Vigo Aeropuerto,2012
2013,40,Vigo Aeropuerto,2013
2014,14,Vigo Aeropuerto,2014
2015,16,Vigo Aeropuerto,2015
2016,31,Vigo Aeropuerto,2016
2017,17,Vigo Aeropuerto,2017
2018,24,Vigo Aeropuerto,2018
1989,14,Villardeciervos,1989
1990,26,Villardeciervos,1990
1991,41,Villardeciervos,1991
1992,14,Villardeciervos,1992
1993,13,Villardeciervos,1993
1994,19,Villardeciervos,1994
1995,8,Villardeciervos,1995
1996,11,Villardeciervos,1996
1997,14,Villardeciervos,1997
1998,14,Villardeciervos,1998
1999,24,Villardeciervos,1999
2000,22,Villardeciervos,2000
2001,12,Villardeciervos,2001
2002,11,Villardeciervos,2002
2003,25,Villardeciervos,2003
2004,13,Villardeciervos,2004
2005,21,Villardeciervos,2005
2006,18,Villardeciervos,2006
2008,13,Villardeciervos,2008
2009,29,Villardeciervos,2009
2010,52,Villardeciervos,2010
2011,20,Villardeciervos,2011
2012,32,Villardeciervos,2012
2013,51,Villardeciervos,2013
2014,26,Villardeciervos,2014
2015,51,Villardeciervos,2015
2016,55,Villardeciervos,2016
2017,51,Villardeciervos,2017
2018,40,Villardeciervos,2018
1990,47,Xàtiva,1990
1991,113,Xàtiva,1991
1992,80,Xàtiva,1992
1993,41,Xàtiva,1993
1994,87,Xàtiva,1994
1995,12,Xàtiva,1995
1996,49,Xàtiva,1996
1997,42,Xàtiva,1997
1998,100,Xàtiva,1998
1999,53,Xàtiva,1999
2000,56,Xàtiva,2000
2001,108,Xàtiva,2001
2002,103,Xàtiva,2002
2003,88,Xàtiva,2003
2004,54,Xàtiva,2004
2005,85,Xàtiva,2005
2006,93,Xàtiva,2006
2007,70,Xàtiva,2007
2008,66,Xàtiva,2008
2009,68,Xàtiva,2009
2010,90,Xàtiva,2010
2012,101,Xàtiva,2012
2013,92,Xàtiva,2013
2014,98,Xàtiva,2014
2015,94,Xàtiva,2015
2016,100,Xàtiva,2016
2017,103,Xàtiva,2017
2018,99,Xàtiva,2018
1950,41,Zamora,1950
1952,19,Zamora,1952
1953,40,Zamora,1953
1954,30,Zamora,1954
1955,41,Zamora,1955
1956,23,Zamora,1956
1957,43,Zamora,1957
1958,33,Zamora,1958
1959,30,Zamora,1959
1960,33,Zamora,1960
1961,41,Zamora,1961
1962,46,Zamora,1962
1963,29,Zamora,1963
1964,45,Zamora,1964
1965,38,Zamora,1965
1966,32,Zamora,1966
1967,38,Zamora,1967
1968,30,Zamora,1968
1969,40,Zamora,1969
1970,35,Zamora,1970
1971,22,Zamora,1971
1972,17,Zamora,1972
1973,34,Zamora,1973
1974,27,Zamora,1974
1975,31,Zamora,1975
1976,33,Zamora,1976
1977,19,Zamora,1977
1978,42,Zamora,1978
1979,38,Zamora,1979
1980,39,Zamora,1980
1981,44,Zamora,1981
1982,38,Zamora,1982
1983,32,Zamora,1983
1984,30,Zamora,1984
1985,53,Zamora,1985
1986,43,Zamora,1986
1987,49,Zamora,1987
1988,34,Zamora,1988
1989,56,Zamora,1989
1990,61,Zamora,1990
1991,63,Zamora,1991
1992,47,Zamora,1992
1993,45,Zamora,1993
